, 1, 1, 0, 0This is generated data simulating one car going through using function (0.05 * pow(x-500, 2)) + 300 between 0 and 500
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0, 0FALSE (NO GEN) DATA ABOVE HERE
, 498,0
, 492,0
, 486,0
, 480,0
, 474,0
, 468,0
, 462,0
, 456,0
, 451,0
, 445,0
, 440,0
, 435,0
, 430,0
, 425,0
, 420,0
, 415,0
, 410,0
, 405,0
, 401,0
, 396,0
, 392,0
, 388,0
, 384,0
, 380,0
, 376,0
, 372,0
, 368,0
, 364,0
, 361,0
, 357,0
, 354,0
, 351,0
, 348,0
, 345,0
, 342,0
, 339,0
, 336,0
, 333,0
, 331,0
, 328,0
, 326,0
, 324,0
, 322,0
, 320,0
, 318,0
, 316,0
, 314,0
, 312,0
, 311,0
, 309,0
, 308,0
, 307,0
, 306,0
, 305,0
, 304,0
, 303,0
, 302,0
, 301,0
, 301,0
, 300,0
, 300,0
, 300,0, 0SLIGHTLY MORE "CAR TIME" ADDED HERE
, 300,0
, 300,0
, 300,0
, 300,0,
, 300,0
, 300,0
, 300,0
, 300,0
, 301,0
, 301,0
, 302,0,
, 300,0
, 300,0
, 300,0
, 300,0
, 301,0
, 301,0
, 302,0
, 300,0
, 300,0
, 301,0
, 301,0
, 302,0
, 303,0
, 304,0
, 305,0
, 306,0
, 307,0
, 308,0
, 309,0
, 311,0
, 312,0
, 314,0
, 316,0
, 318,0
, 320,0
, 322,0
, 324,0
, 326,0
, 328,0
, 331,0
, 333,0
, 336,0
, 339,0
, 342,0
, 345,0
, 348,0
, 351,0
, 354,0
, 357,0
, 361,0
, 364,0
, 368,0
, 372,0
, 376,0
, 380,0
, 384,0
, 388,0
, 392,0
, 396,0
, 401,0
, 405,0
, 410,0
, 415,0
, 420,0
, 425,0
, 430,0
, 435,0
, 440,0
, 445,0
, 451,0
, 456,0
, 462,0
, 468,0
, 474,0
, 480,0
, 486,0
, 492,0
, 498,0
, 498,0, 0FALSE (NO GEN) DATA BELOW HERE
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0
, 498,0
, 492,0
, 486,0